Data Zone,Local Authority Code,Local Authority Name,Intermediate Geography name,Nearest settlement*,Total Population (SAPE 2010),"Best-fit Working Age Population** (men 16-64, women 16-60 SAPE 2010)",Overall SIMD 2012 Score,Overall SIMD 2012 Rank,Income domain 2012 rate (%),Number of Income Deprived People 2012,Income domain 2012 rank,Employment domain 2012 rate (%),Number of Employment Deprived People 2012 ,Employment domain 2012 rank,Health domain 2012 score,Health domain 2012 rank,"Education, Skills and Training domain 2012 score","Education, Skills and Training domain 2012 rank","Housing domain score 2004, 2006, 2009 & 2012","Housing domain rank 2004, 2006, 2009 & 2012",Geographic Access domain 2012 score,Geographic Access domain 2012 rank,SIMD Crime 2012 score,SIMD Crime 2012 rank,Decile,Quintile,Vigintile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01001924,230,"Edinburgh, City of","Edinburgh, City of - Blackford",Edinburgh,768,455,3.71,"6,243",3,25,"5,877",4,20,"5,632",-1.15,"5,921",-1.07,"5,767",11.39,"4,519",12.55,"3,846",112,"5,293",10,5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01001925,230,"Edinburgh, City of","Edinburgh, City of - Blackford",Edinburgh,794,458,2.70,"6,403",3,20,"6,065",3,15,"5,994",-1.59,"6,351",-2.11,"6,479",2.14,"6,375",10.60,"4,209",275,"3,364",10,5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01001926,230,"Edinburgh, City of","Edinburgh, City of - Broomhouse and Sighthill",Edinburgh,760,500,29.64,"1,637",15,115,"2,407",11,55,"3,224",1.08,693,1.19,593,28.97,"1,197",10.45,"4,239",1115,362,3,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01001927,230,"Edinburgh, City of","Edinburgh, City of - Grange",Edinburgh,959,493,3.29,"6,307",3,30,"5,840",2,10,"6,313",-0.83,"5,363",-1.83,"6,420",6.05,"5,695",16.69,"3,142",108,"5,348",10,5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01001928,230,"Edinburgh, City of","Edinburgh, City of - Merchiston and Greenhill",Edinburgh,"1,055",811,14.79,"3,664",5,60,"4,998",14,115,"2,560",0.43,"2,063",-0.62,"4,863",33.46,877,3.85,"5,625",533,"1,677",6,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01001929,230,"Edinburgh, City of","Edinburgh, City of - Craiglockhart",Edinburgh,"1,775","1,368",0.94,"6,505",1,20,"6,448",1,20,"6,458",-1.83,"6,449",-1.66,"6,334",4.24,"6,045",7.23,"4,903",64,"5,913",10,5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01001930,230,"Edinburgh, City of","Edinburgh, City of - Morningside",Edinburgh,774,620,7.96,"5,200",7,55,"4,364",8,50,"4,078",-0.63,"4,909",-1.41,"6,164",42.36,534,1.35,"6,214",107,"5,358",8,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01001931,230,"Edinburgh, City of","Edinburgh, City of - Broomhouse and Sighthill",Edinburgh,715,431,48.06,570,30,215,509,24,105,827,1.05,743,1.44,304,32.89,911,15.76,"3,287",608,"1,348",1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01001932,230,"Edinburgh, City of","Edinburgh, City of - Longstone and Saughton Mains",Edinburgh,"1,500","1,076",24.18,"2,182",14,205,"2,786",10,105,"3,584",0.69,"1,428",0.72,"1,472",24.72,"1,614",10.23,"4,268",1890,89,4,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01001933,230,"Edinburgh, City of","Edinburgh, City of - Craiglockhart",Edinburgh,928,560,3.01,"6,361",2,20,"6,184",3,15,"6,089",-1.07,"5,789",-1.39,"6,146",5.88,"5,736",16.17,"3,221",110,"5,313",10,5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01001934,230,"Edinburgh, City of","Edinburgh, City of - Hutchison and Moat",Edinburgh,"1,342",976,14.29,"3,777",10,130,"3,677",9,85,"3,907",0.11,"2,913",-0.08,"3,383",24.84,"1,602",9.77,"4,369",493,"1,851",6,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01001935,230,"Edinburgh, City of","Edinburgh, City of - Niddrie",Edinburgh,824,527,78.36,40,40,330,97,46,245,25,1.86,93,1.87,71,26.39,"1,432",23.27,"2,280",792,805,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01001936,230,"Edinburgh, City of","Edinburgh, City of - Blackford",Edinburgh,"1,257",719,5.37,"5,845",5,65,"5,124",4,25,"5,779",-0.81,"5,345",-1.07,"5,773",9.31,"5,057",18.27,"2,901",147,"4,804",9,5,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01001937,230,"Edinburgh, City of","Edinburgh, City of - Hutchison and Moat",Edinburgh,873,501,21.60,"2,499",16,140,"2,249",12,60,"2,968",0.30,"2,398",-0.04,"3,283",17.44,"2,844",16.44,"3,179",991,480,4,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01001938,230,"Edinburgh, City of","Edinburgh, City of - Morningside",Edinburgh,715,497,4.22,"6,123",5,35,"5,122",4,20,"5,879",-0.64,"4,958",-1.70,"6,358",18.31,"2,639",6.07,"5,161",116,"5,225",10,5,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01001939,230,"Edinburgh, City of","Edinburgh, City of - Morningside",Edinburgh,690,545,3.52,"6,274",3,20,"5,902",3,15,"6,119",-0.84,"5,378",-1.05,"5,751",40.96,582,0.17,"6,480",181,"4,367",10,5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01001940,230,"Edinburgh, City of","Edinburgh, City of - Blackford",Edinburgh,786,532,6.93,"5,445",5,35,"5,322",6,30,"4,889",-0.27,"3,939",-1.33,"6,078",13.92,"3,791",18.04,"2,939",93,"5,539",9,5,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01001941,230,"Edinburgh, City of","Edinburgh, City of - Blackford",Edinburgh,"1,207",825,2.55,"6,427",2,25,"6,271",3,20,"6,283",-1.39,"6,219",-1.23,"5,969",12.62,"4,166",13.30,"3,724",147,"4,797",10,5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01001942,230,"Edinburgh, City of","Edinburgh, City of - Morningside",Edinburgh,665,469,4.71,"6,004",6,40,"4,709",5,25,"5,186",-1.41,"6,228",-1.78,"6,402",24.73,"1,612",1.77,"6,116",125,"5,103",10,5,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01001943,230,"Edinburgh, City of","Edinburgh, City of - Broomhouse and Sighthill",Edinburgh,691,454,27.83,"1,788",22,155,"1,268",14,65,"2,503",0.27,"2,461",0.89,"1,108",27.70,"1,299",9.94,"4,330",523,"1,720",3,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01001944,230,"Edinburgh, City of","Edinburgh, City of - Morningside",Edinburgh,679,344,6.78,"5,476",7,45,"4,604",4,15,"5,652",-0.15,"3,615",-1.13,"5,855",9.23,"5,072",10.41,"4,242",200,"4,138",9,5,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01001945,230,"Edinburgh, City of","Edinburgh, City of - Grange",Edinburgh,785,404,2.08,"6,463",3,25,"5,855",2,5,"6,440",-1.25,"6,064",-1.88,"6,435",4.69,"5,964",10.72,"4,191",79,"5,709",10,5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01001946,230,"Edinburgh, City of","Edinburgh, City of - Broomhouse and Sighthill",Edinburgh,848,582,48.55,554,28,235,667,25,150,716,1.31,417,1.40,348,30.07,"1,111",9.85,"4,350",796,798,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01001947,230,"Edinburgh, City of","Edinburgh, City of - Merchiston and Greenhill",Edinburgh,920,521,5.34,"5,850",5,40,"5,329",6,30,"5,007",-0.57,"4,777",-1.42,"6,177",8.57,"5,222",12.03,"3,940",80,"5,698",9,5,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01001948,230,"Edinburgh, City of","Edinburgh, City of - Niddrie",Edinburgh,862,546,66.39,143,39,335,115,33,185,222,1.23,498,1.63,180,38.64,650,14.57,"3,492",1423,191,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01001949,230,"Edinburgh, City of","Edinburgh, City of - Stenhouse",Edinburgh,784,535,31.13,"1,496",23,180,"1,157",16,90,"2,003",0.66,"1,495",1.00,894,28.04,"1,262",8.58,"4,603",292,"3,226",3,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01001950,230,"Edinburgh, City of","Edinburgh, City of - Hutchison and Moat",Edinburgh,931,674,15.01,"3,615",11,105,"3,219",8,55,"3,995",-0.01,"3,254",0.33,"2,400",39.91,612,3.45,"5,717",306,"3,093",6,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01001951,230,"Edinburgh, City of","Edinburgh, City of - Prestonfield",Edinburgh,936,571,25.73,"2,006",20,190,"1,551",17,100,"1,885",0.86,"1,057",-0.33,"4,071",20.62,"2,171",8.76,"4,569",237,"3,734",4,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01001952,230,"Edinburgh, City of","Edinburgh, City of - Grange",Edinburgh,723,456,3.54,"6,266",3,25,"5,849",4,15,"5,985",-1.27,"6,087",-1.62,"6,310",15.71,"3,294",17.45,"3,028",85,"5,622",10,5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01001953,230,"Edinburgh, City of","Edinburgh, City of - Merchiston and Greenhill",Edinburgh,944,687,2.33,"6,452",2,15,"6,355",2,15,"6,365",-1.43,"6,242",-1.43,"6,194",24.71,"1,617",1.87,"6,091",355,"2,699",10,5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01001954,230,"Edinburgh, City of","Edinburgh, City of - South Gyle",Edinburgh,463,301,20.26,"2,705",13,60,"2,990",12,35,"2,972",-0.12,"3,559",0.32,"2,418",18.84,"2,527",13.70,"3,644",1499,165,5,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01001955,230,"Edinburgh, City of","Edinburgh, City of - Stenhouse",Edinburgh,970,634,35.30,"1,203",25,245,938,20,125,"1,488",0.81,"1,170",0.76,"1,397",30.25,"1,096",17.51,"3,025",551,"1,595",2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01001956,230,"Edinburgh, City of","Edinburgh, City of - Niddrie",Edinburgh,826,531,40.23,908,22,180,"1,348",22,115,"1,134",1.07,708,1.50,260,30.29,"1,089",13.37,"3,705",444,"2,109",2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01001957,230,"Edinburgh, City of","Edinburgh, City of - Greendykes and Niddrie Mains",Edinburgh,499,278,51.45,451,34,170,277,25,70,738,1.11,658,1.46,291,36.03,748,2.66,"5,905",667,"1,138",1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01001958,230,"Edinburgh, City of","Edinburgh, City of - Prestonfield",Edinburgh,893,625,27.55,"1,811",20,180,"1,558",18,110,"1,804",0.64,"1,549",0.49,"2,038",23.52,"1,737",15.38,"3,351",188,"4,293",3,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01001959,230,"Edinburgh, City of","Edinburgh, City of - Ratho, Gogarburn and Airport",Ratho Station,646,378,19.36,"2,856",9,55,"3,987",10,35,"3,431",0.13,"2,851",0.06,"3,039",24.20,"1,666",47.38,713,762,872,5,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01001960,230,"Edinburgh, City of","Edinburgh, City of - Dalkeith Rd",Edinburgh,934,699,3.82,"6,217",2,25,"6,150",4,25,"5,967",-1.06,"5,784",-1.20,"5,938",17.41,"2,850",10.47,"4,238",359,"2,666",10,5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01001961,230,"Edinburgh, City of","Edinburgh, City of - Shandon",Edinburgh,"1,030",766,5.40,"5,839",5,55,"5,133",5,40,"5,364",-1.63,"6,374",-1.24,"5,985",22.87,"1,811",15.69,"3,305",161,"4,629",9,5,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01001962,230,"Edinburgh, City of","Edinburgh, City of - Jewel, Brunstane and Newcraighall",Edinburgh,832,547,27.19,"1,851",15,125,"2,437",14,75,"2,407",0.84,"1,092",0.80,"1,287",30.49,"1,074",16.37,"3,190",654,"1,190",3,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01001963,230,"Edinburgh, City of","Edinburgh, City of - Hutchison and Moat",Edinburgh,891,654,14.06,"3,826",9,80,"3,897",9,55,"3,962",-0.01,"3,259",0.51,"1,982",25.20,"1,564",3.22,"5,771",318,"2,997",6,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01001964,230,"Edinburgh, City of","Edinburgh, City of - South Gyle",Edinburgh,733,558,8.11,"5,155",4,30,"5,498",4,25,"5,746",-1.13,"5,878",-0.37,"4,179",36.12,743,33.42,"1,382",184,"4,341",8,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01001965,230,"Edinburgh, City of","Edinburgh, City of - Stenhouse",Edinburgh,776,455,34.93,"1,228",26,205,845,18,85,"1,687",0.54,"1,759",0.68,"1,546",23.60,"1,729",19.52,"2,738",1031,442,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01001966,230,"Edinburgh, City of","Edinburgh, City of - Greendykes and Niddrie Mains",Edinburgh,"1,402",955,53.33,403,33,455,339,26,250,656,0.98,849,1.59,205,37.94,675,8.10,"4,710",1374,214,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01001967,230,"Edinburgh, City of","Edinburgh, City of - Forrester Park and Broomhall",Edinburgh,635,488,14.78,"3,667",12,80,"3,008",7,35,"4,536",-0.69,"5,056",0.39,"2,250",34.07,848,21.15,"2,535",249,"3,606",6,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01001968,230,"Edinburgh, City of","Edinburgh, City of - Shandon",Edinburgh,956,572,5.92,"5,688",5,50,"5,011",4,25,"5,643",-0.58,"4,796",-0.73,"5,128",23.48,"1,741",10.14,"4,292",98,"5,477",9,5,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01001969,230,"Edinburgh, City of","Edinburgh, City of - Hutchison and Moat",Edinburgh,670,433,21.20,"2,572",15,100,"2,452",15,65,"2,387",0.13,"2,839",0.50,"1,999",21.91,"1,959",11.94,"3,952",313,"3,047",4,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01001970,230,"Edinburgh, City of","Edinburgh, City of - Grange",Edinburgh,750,404,3.34,"6,298",4,30,"5,610",3,10,"6,011",-1.70,"6,398",-2.66,"6,505",4.19,"6,060",15.14,"3,392",192,"4,244",10,5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01001971,230,"Edinburgh, City of","Edinburgh, City of - Stenhouse",Edinburgh,784,492,39.01,973,24,190,"1,057",23,115,"1,028",0.80,"1,190",1.34,409,28.42,"1,232",12.68,"3,821",293,"3,209",2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01001972,230,"Edinburgh, City of","Edinburgh, City of - Shandon",Edinburgh,778,563,3.12,"6,343",4,30,"5,732",3,20,"6,095",-1.42,"6,233",-1.01,"5,694",20.39,"2,221",8.60,"4,595",80,"5,692",10,5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01001973,230,"Edinburgh, City of","Edinburgh, City of - Forrester Park and Broomhall",Edinburgh,597,412,10.41,"4,643",7,40,"4,528",7,30,"4,510",-0.52,"4,630",-0.49,"4,504",37.36,695,15.62,"3,320",421,"2,247",8,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01001974,230,"Edinburgh, City of","Edinburgh, City of - Merchiston and Greenhill",Edinburgh,844,631,1.78,"6,482",2,15,"6,283",2,15,"6,389",-1.43,"6,244",-1.77,"6,394",19.79,"2,340",3.29,"5,746",209,"4,030",10,5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01001975,230,"Edinburgh, City of","Edinburgh, City of - Grange",Edinburgh,846,497,3.38,"6,291",4,35,"5,590",3,15,"6,217",-0.99,"5,663",-1.99,"6,461",16.80,"3,008",6.12,"5,149",305,"3,101",10,5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01001976,230,"Edinburgh, City of","Edinburgh, City of - Prestonfield",Edinburgh,768,564,9.12,"4,931",8,65,"4,063",7,40,"4,418",-0.81,"5,343",-0.32,"4,070",28.55,"1,216",7.44,"4,851",109,"5,335",8,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01001977,230,"Edinburgh, City of","Edinburgh, City of - Stenhouse",Edinburgh,896,542,28.02,"1,767",18,160,"1,953",18,95,"1,780",0.70,"1,397",0.54,"1,901",26.60,"1,406",14.15,"3,571",607,"1,351",3,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01001978,230,"Edinburgh, City of","Edinburgh, City of - Niddrie",Edinburgh,"1,252",805,53.79,390,31,390,421,27,220,565,1.57,226,1.26,495,25.74,"1,506",13.87,"3,615",980,491,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01001979,230,"Edinburgh, City of","Edinburgh, City of - Merchiston and Greenhill",Edinburgh,784,523,2.49,"6,432",4,30,"5,566",2,10,"6,342",-1.25,"6,063",-1.51,"6,255",20.85,"2,130",0.92,"6,309",174,"4,461",10,5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01001980,230,"Edinburgh, City of","Edinburgh, City of - Shandon",Edinburgh,862,709,4.82,"5,978",6,50,"4,973",4,30,"5,760",-1.49,"6,280",-1.08,"5,783",30.22,"1,100",4.89,"5,396",254,"3,552",10,5,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01001981,230,"Edinburgh, City of","Edinburgh, City of - Grange",Edinburgh,900,696,3.90,"6,195",4,30,"5,744",5,30,"5,480",-1.39,"6,214",-1.15,"5,875",27.63,"1,307",5.17,"5,332",175,"4,455",10,5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01001982,230,"Edinburgh, City of","Edinburgh, City of - Greendykes and Niddrie Mains",Edinburgh,379,227,61.41,204,36,140,179,39,90,75,-0.05,"3,372",1.79,91,47.64,395,7.05,"4,943",413,"2,292",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01001983,230,"Edinburgh, City of","Edinburgh, City of - Grange",Edinburgh,741,583,3.66,"6,251",4,30,"5,648",3,20,"6,024",-2.01,"6,480",-1.15,"5,886",35.94,751,6.39,"5,101",194,"4,212",10,5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01001984,230,"Edinburgh, City of","Edinburgh, City of - Gorgie West",Edinburgh,873,709,22.13,"2,417",18,155,"1,930",14,95,"2,583",0.07,"3,004",0.64,"1,649",33.02,905,7.06,"4,939",195,"4,200",4,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01001985,230,"Edinburgh, City of","Edinburgh, City of - Forrester Park and Broomhall",Edinburgh,742,474,15.24,"3,559",14,105,"2,592",8,35,"4,141",-0.53,"4,650",0.14,"2,862",27.41,"1,325",8.48,"4,620",528,"1,695",6,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01001986,230,"Edinburgh, City of","Edinburgh, City of - Shandon",Edinburgh,825,759,3.25,"6,317",2,15,"6,304",2,15,"6,326",-1.44,"6,249",-0.45,"4,424",34.73,817,2.78,"5,874",164,"4,598",10,5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01001987,230,"Edinburgh, City of","Edinburgh, City of - Marchmont West",Edinburgh,868,741,1.88,"6,479",2,15,"6,349",1,10,"6,473",-1.78,"6,428",-1.74,"6,379",34.91,804,3.45,"5,714",166,"4,564",10,5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01001988,230,"Edinburgh, City of","Edinburgh, City of - Forrester Park and Broomhall",Edinburgh,741,464,14.75,"3,672",14,105,"2,707",9,40,"3,869",0.06,"3,035",-0.45,"4,406",22.17,"1,919",11.01,"4,122",295,"3,190",6,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01001989,230,"Edinburgh, City of","Edinburgh, City of - Prestonfield",Edinburgh,929,543,4.92,"5,957",4,40,"5,423",4,25,"5,623",-1.11,"5,859",-0.91,"5,512",10.69,"4,695",19.94,"2,685",,"6,291",10,5,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01001990,230,"Edinburgh, City of","Edinburgh, City of - Marchmont West",Edinburgh,"1,010",774,1.69,"6,484",1,15,"6,417",1,10,"6,476",-1.85,"6,454",-1.30,"6,046",23.36,"1,756",5.81,"5,206",124,"5,119",10,5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01001991,230,"Edinburgh, City of","Edinburgh, City of - Carrick Knowe",Edinburgh,746,503,15.15,"3,585",14,105,"2,721",8,40,"4,034",-0.03,"3,303",-0.28,"3,943",28.41,"1,233",12.29,"3,887",391,"2,444",6,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01001992,230,"Edinburgh, City of","Edinburgh, City of - Dalkeith Rd",Edinburgh,"1,088",608,5.17,"5,890",4,45,"5,454",6,35,"4,937",-1.35,"6,169",-0.96,"5,597",20.67,"2,160",6.73,"5,023",238,"3,726",10,5,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
